OC_Medical_Easy_06;下列哪种术式会导致永久性结肠造口？（单选）;2;低位前切除术;N;Qtype;OC Medical Easy;;points;
OC_Medical_Easy_06;下列哪种术式会导致永久性结肠造口？（单选）;3;回肠膀胱术;N;Qtype;OC Medical Easy;;points;
OC_Medical_Easy_06;下列哪种术式会导致永久性结肠造口？（单选）;4;输尿管皮肤造口术;N;Qtype;OC Medical Easy;;points;
OC_Medical_Easy_07;临时性造口中哪些类型的造口比较常见？（多选）;1; 回肠造口;Y;Qtype;OC Medical Easy;;points;
OC_Medical_Easy_07;临时性造口中哪些类型的造口比较常见？（多选）;2;横结肠造口;Y;Qtype;OC Medical Easy;;points;
OC_Medical_Easy_07;临时性造口中哪些类型的造口比较常见？（多选）;3;乙状结肠造口;N;Qtype;OC Medical Easy;;points;
OC_Medical_Easy_07;临时性造口中哪些类型的造口比较常见？（多选）;4;盲肠造口;N;Qtype;OC Medical Easy;;points;
OC_Medical_Easy_08;能最准确的描述造口周围皮肤发生浸渍的是？（单选）;1;皮肤发红、破损和潮湿;Y;Qtype;OC Medical Easy;;points;
OC_Medical_Easy_08;能最准确的描述造口周围皮肤发生浸渍的是？（单选）;2;皮肤发红、破损和发干;N;Qtype;OC Medical Easy;;points;
OC_Medical_Easy_08;能最准确的描述造口周围皮肤发生浸渍的是？（单选）;3;皮肤完整但发红;N;Qtype;OC Medical Easy;;points;
OC_Medical_Easy_09;如果造口周围皮肤疼痛，有可能是下列哪种原因引起的？（单选）;1;造口底盘不正确的剪孔;Y;Qtype;OC Medical Easy;;points;
OC_Medical_Easy_09;如果造口周围皮肤疼痛，有可能是下列哪种原因引起的？（单选）;2;旁疝;N;Qtype;OC Medical Easy;;points;
OC_Medical_Easy_09;如果造口周围皮肤疼痛，有可能是下列哪种原因引起的？（单选）;3;脱垂;N;Qtype;OC Medical Easy;;points;
OC_Medical_Easy_10;下列属于造成刺激性（粪水性）皮炎的原因为？（多选）;1;回肠造口排泄物的强腐蚀性;Y;Qtype;OC Medical Easy;;points;
OC_Medical_Easy_10;下列属于造成刺激性（粪水性）皮炎的原因为？（多选）;2;造口外露粘膜的高度太高;N;Qtype;OC Medical Easy;;points;
OC_Medical_Easy_10;下列属于造成刺激性（粪水性）皮炎的原因为？（多选）;3;坐位时造口周围皮肤不平整导致排泄物渗漏;Y;Qtype;OC Medical Easy;;points;
OC_Medical_Easy_10;下列属于造成刺激性（粪水性）皮炎的原因为？（多选）;4;底盘圈剪裁形状或大小不当;Y;Qtype;OC Medical Easy;;points;
OC_Medical_Easy_11;关于造口周围皮肤并发症的描述，正确的有？（多选）;1;过敏性皮炎是发生率最高的造口周围皮肤并发症;N;Qtype;OC Medical Easy;;points;
OC_Medical_Easy_11;关于造口周围皮肤并发症的描述，正确的有？（多选）;2;可使用造口皮肤工具（OST）中对造口周围皮肤并发症进行评估和指导治疗;Y;Qtype;OC Medical Easy;;points;
OC_Medical_Easy_11;关于造口周围皮肤并发症的描述，正确的有？（多选）;3;造口患者在放疗期间可能会患放射性皮炎;Y;Qtype;OC Medical Easy;;points;
OC_Medical_Easy_11;关于造口周围皮肤并发症的描述，正确的有？（多选）;4;尿酸盐结晶是尿路造口患者特有的并发症，通常可见白色粉末结晶黏附于造口周围皮肤;Y;Qtype;OC Medical Easy;;points;
OC_Medical_Easy_12;在造口皮肤研究中(Ostomy Skin Study)，造口周围皮肤损伤在以下哪种造口类型中发生率最高？（单选）;1;回肠;Y;Qtype;OC Medical Easy;;points;
OC_Medical_Easy_12;在造口皮肤研究中(Ostomy Skin Study)，造口周围皮肤损伤在以下哪种造口类型中发生率最高？（单选）;2;结肠;N;Qtype;OC Medical Easy;;points;
OC_Medical_Easy_12;在造口皮肤研究中(Ostomy Skin Study)，造口周围皮肤损伤在以下哪种造口类型中发生率最高？（单选）;3;尿路;N;Qtype;OC Medical Easy;;points;
OC_Medical_Easy_13;造口皮肤研究(Ostomy Skin Study)，是一项研究（          ）造口患者的造口周围皮肤损伤的发生率、严重程度和多样性的文章。（单选）;1;永久性;Y;Qtype;OC Medical Easy;;points;
OC_Medical_Easy_13;造口皮肤研究(Ostomy Skin Study)，是一项研究（          ）造口患者的造口周围皮肤损伤的发生率、严重程度和多样性的文章。（单选）;2;临时性;N;Qtype;OC Medical Easy;;points;
OC_Medical_Easy_13;造口皮肤研究(Ostomy Skin Study)，是一项研究（          ）造口患者的造口周围皮肤损伤的发生率、严重程度和多样性的文章。（单选）;3;襻式;N;Qtype;OC Medical Easy;;points;
OC_Medical_Easy_14;对话研究（Dialogue Study）中，实验开始后造口人使用的造口袋为？（单选）;1;胜舒;Y;Qtype;OC Medical Easy;;points;
OC_Medical_Easy_14;对话研究（Dialogue Study）中，实验开始后造口人使用的造口袋为？（单选）;2;特舒;N;Qtype;OC Medical Easy;;points;
OC_Medical_Easy_14;对话研究（Dialogue Study）中，实验开始后造口人使用的造口袋为？（单选）;3;艺舒;N;Qtype;OC Medical Easy;;points;
OC_Medical_Easy_14;对话研究（Dialogue Study）中，实验开始后造口人使用的造口袋为？（单选）;4;康维德可塑底盘;N;Qtype;OC Medical Easy;;points;
OC_Medical_Easy_15;对话研究（Dialogue Study）中，循证护理和胜舒的双层黏胶的使用获得了哪些效果？（多选）;1;显著降低了渗漏的发生;Y;Qtype;OC Medical Easy;;points;
OC_Medical_Easy_15;对话研究（Dialogue Study）中，循证护理和胜舒的双层黏胶的使用获得了哪些效果？（多选）;2;整体改善了造口周围皮肤状况，尤其是最常见的两种皮肤问题—刺激性皮炎和机械性损伤;Y;Qtype;OC Medical Easy;;points;
OC_Medical_Easy_15;对话研究（Dialogue Study）中，循证护理和胜舒的双层黏胶的使用获得了哪些效果？（多选）;3;造口人的生活质量得到了非常明显的改善;Y;Qtype;OC Medical Easy;;points;
OC_Medical_Easy_16;关于对话研究（Dialogue Study）渗漏、造口周围皮肤和生活质量三者之间的关系描述正确的有？（多选）;1;渗漏会导致造口周围皮肤问题，渗漏降低生活质量，而皮肤问题越严重，生活质量越差;Y;Qtype;OC Medical Easy;;points;
OC_Medical_Easy_16;关于对话研究（Dialogue Study）渗漏、造口周围皮肤和生活质量三者之间的关系描述正确的有？（多选）;2;造口周围皮肤问题会使底盘黏贴不牢，从而导致渗漏，渗漏会加剧皮肤问题，形成恶性循环。从而降低生活质量;Y;Qtype;OC Medical Easy;;points;
OC_Medical_Easy_16;关于对话研究（Dialogue Study）渗漏、造口周围皮肤和生活质量三者之间的关系描述正确的有？（多选）;3;渗漏会恶化造口周围皮肤问题，但不会降低生活质量;N;Qtype;OC Medical Easy;;points;
OC_Medical_Easy_17;关于造口用品标准更换流程ARC中的佩戴环节需要注意什么？（多选）;1;底盘剪切孔大小比造口大1-2mm;Y;Qtype;OC Medical Easy;;points;
OC_Medical_Easy_17;关于造口用品标准更换流程ARC中的佩戴环节需要注意什么？（多选）;2;造口周围皮肤清洁干燥;Y;Qtype;OC Medical Easy;;points;
OC_Medical_Easy_17;关于造口用品标准更换流程ARC中的佩戴环节需要注意什么？（多选）;3;观察造口黏膜结构是否发生变化，如出现造口凹陷需改用微凸/凸面底盘;Y;Qtype;OC Medical Easy;;points;
OC_Medical_Easy_18;关于造口用品标准更换流程ARC中的揭除环节，正确的做法有？（多选）;1;揭除时避免底盘黏胶出现褶皱;N;Qtype;OC Medical Easy;;points;
OC_Medical_Easy_18;关于造口用品标准更换流程ARC中的揭除环节，正确的做法有？（多选）;2;轻柔地揭除黏胶;Y;Qtype;OC Medical Easy;;points;
OC_Medical_Easy_18;关于造口用品标准更换流程ARC中的揭除环节，正确的做法有？（多选）;3;如皮肤出现瘙痒或灼烧感，应揭除黏胶;Y;Qtype;OC Medical Easy;;points;
OC_Medical_Easy_19;关于造口用品标准更换流程ARC的检查环节，描述正确的是？（多选）;1;检查底盘背面的黏胶是否有腐蚀及是否有排泄物残留;Y;Qtype;OC Medical Easy;;points;
OC_Medical_Easy_19;关于造口用品标准更换流程ARC的检查环节，描述正确的是？（多选）;2;检查造口周围的皮肤是否发红或破损，必要时可以建议患者使用小镜子来查看;Y;Qtype;OC Medical Easy;;points;
OC_Medical_Easy_19;关于造口用品标准更换流程ARC的检查环节，描述正确的是？（多选）;3;关注皮肤改变的形状是否与黏胶的腐蚀形状相匹配，以确定渗漏的原因;Y;Qtype;OC Medical Easy;;points;
OC_Medical_Easy_19;关于造口用品标准更换流程ARC的检查环节，描述正确的是？（多选）;4;如果底盘下的皮肤颜色与对侧腹部皮肤相比要暗是正常的;N;Qtype;OC Medical Easy;;points;
OC_Medical_Easy_20;造口皮肤评估工具OST (Ostomy Skin Tool)，包含哪些部分？（多选） ;1;DET评分;Y;Qtype;OC Medical Easy;;points;
OC_Medical_Easy_20;造口皮肤评估工具OST (Ostomy Skin Tool)，包含哪些部分？（多选） ;2;AIM指南;Y;Qtype;OC Medical Easy;;points;
OC_Medical_Easy_20;造口皮肤评估工具OST (Ostomy Skin Tool)，包含哪些部分？（多选） ;3;ARC;N;Qtype;OC Medical Easy;;points;
OC_Medical_Easy_20;造口皮肤评估工具OST (Ostomy Skin Tool)，包含哪些部分？（多选） ;4;SACS评分;N;Qtype;OC Medical Easy;;points;
OC_Medical_Easy_21;造口皮肤评估工具（OST）中，DET 评分的最高分是?（单选）;1;15分;Y;Qtype;OC Medical Easy;;points;
OC_Medical_Easy_21;造口皮肤评估工具（OST）中，DET 评分的最高分是?（单选）;2;9分;N;Qtype;OC Medical Easy;;points;
OC_Medical_Easy_21;造口皮肤评估工具（OST）中，DET 评分的最高分是?（单选）;3;6分;N;Qtype;OC Medical Easy;;points;
OC_Medical_Easy_22;造口皮肤评估工具（OST）中，DET评分的二个维度是？（多选）;1;底盘下造口周围皮肤的受损面积;Y;Qtype;OC Medical Easy;;points;
OC_Medical_Easy_22;造口皮肤评估工具（OST）中，DET评分的二个维度是？（多选）;2;底盘下造口周围皮肤受损的严重程度;Y;Qtype;OC Medical Easy;;points;
OC_Medical_Easy_22;造口皮肤评估工具（OST）中，DET评分的二个维度是？（多选）;3;底盘下造口周围皮肤的渗漏程度;N;Qtype;OC Medical Easy;;points;
OC_Medical_Easy_22;造口皮肤评估工具（OST）中，DET评分的二个维度是？（多选）;4;底盘下造口周围皮肤的浸渍程度;N;Qtype;OC Medical Easy;;points;
OC_Medical_Easy_23;造口皮肤评估工具（OST）中，关于DET评分的描述，正确的是？（多选）;1;是针对造口底盘下面的皮肤和造口进行评估;N;Qtype;OC Medical Easy;;points;
OC_Medical_Easy_23;造口皮肤评估工具（OST）中，关于DET评分的描述，正确的是？（多选）;2;评估的内容包括三个症状的面积评估与严重程度评估;Y;Qtype;OC Medical Easy;;points;
OC_Medical_Easy_23;造口皮肤评估工具（OST）中，关于DET评分的描述，正确的是？（多选）;3;D表示颜色改变，E表示浸渍/溃疡，T表示组织增生;Y;Qtype;OC Medical Easy;;points;
OC_Medical_Easy_23;造口皮肤评估工具（OST）中，关于DET评分的描述，正确的是？（多选）;4;DET评分是世界唯一的造口皮肤评估工具;N;Qtype;OC Medical Easy;;points;
OC_Medical_Easy_24;下列哪项是造口皮肤评估工具（OST）里AIM指南中的分类？（多选）;1;化学性刺激;Y;Qtype;OC Medical Easy;;points;
OC_Medical_Easy_24;下列哪项是造口皮肤评估工具（OST）里AIM指南中的分类？（多选）;2;机械性损伤;Y;Qtype;OC Medical Easy;;points;
OC_Medical_Easy_24;下列哪项是造口皮肤评估工具（OST）里AIM指南中的分类？（多选）;3;放射性损伤;N;Qtype;OC Medical Easy;;points;
OC_Medical_Easy_24;下列哪项是造口皮肤评估工具（OST）里AIM指南中的分类？（多选）;4;与疾病有关;Y;Qtype;OC Medical Easy;;points;
OC_Medical_Easy_24;下列哪项是造口皮肤评估工具（OST）里AIM指南中的分类？（多选）;5;与感染有关;Y;Qtype;OC Medical Easy;;points;
OC_Medical_Easy_25;BodyCheck是一款什么样的工具？（多选）;1;中国首款造口用品选择工具;Y;Qtype;OC Medical Easy;;points;
OC_Medical_Easy_25;BodyCheck是一款什么样的工具？（多选）;2;一款图文并茂的造口人自我评估在线测试工具;Y;Qtype;OC Medical Easy;;points;
OC_Medical_Easy_25;BodyCheck是一款什么样的工具？（多选）;3;自我核查造口周围皮肤损伤情况的工具;N;Qtype;OC Medical Easy;;points;
OC_Medical_Easy_25;BodyCheck是一款什么样的工具？（多选）;4;用于造口人和非专业ET准确便捷选择造口用品;Y;Qtype;OC Medical Easy;;points;
OC_Medical_Easy_26;BodyCheck工具中关于描述底盘下造口周围身体形态，正确的说法有？（多选）;1;观察底盘下造口周围身体形态时，应当从造口人的侧面进行观察;Y;Qtype;OC Medical Easy;;points;
OC_Medical_Easy_26;BodyCheck工具中关于描述底盘下造口周围身体形态，正确的说法有？（多选）;2;观察底盘下造口周围身体形态时，应观察造口人的坐位、站位和卧位多种体位时的形态;Y;Qtype;OC Medical Easy;;points;
OC_Medical_Easy_26;BodyCheck工具中关于描述底盘下造口周围身体形态，正确的说法有？（多选）;3;底盘下造口周围身体形态有三种，分别是平坦、内陷和隆起;Y;Qtype;OC Medical Easy;;points;
OC_Medical_Easy_26;BodyCheck工具中关于描述底盘下造口周围身体形态，正确的说法有？（多选）;4;描述时，应选择造口人底盘下造口周围身体形态变化最大时的体位。;Y;Qtype;OC Medical Easy;;points;
OC_Medical_Easy_27;BodyCheck工具中关于造口周围皮肤褶皱表浅或下垂的描述正确的有？（多选）;1;皮肤褶皱会影响底盘与皮肤的黏贴牢固程度;Y;Qtype;OC Medical Easy;;points;
OC_Medical_Easy_27;BodyCheck工具中关于造口周围皮肤褶皱表浅或下垂的描述正确的有？（多选）;2;褶皱的深浅将决定造口人所需的造口底盘和附件的类型;Y;Qtype;OC Medical Easy;;points;
OC_Medical_Easy_27;BodyCheck工具中关于造口周围皮肤褶皱表浅或下垂的描述正确的有？（多选）;3;如果没有任何皮肤褶皱，应选择浅褶皱;Y;Qtype;OC Medical Easy;;points;
OC_Medical_Easy_28;影响造口产品佩戴的因素有哪些？（多选）;1;造口类型如结肠、回肠和尿路造口，及排泄物的性状;Y;Qtype;OC Medical Easy;;points;
OC_Medical_Easy_28;影响造口产品佩戴的因素有哪些？（多选）;2;造口黏膜结构的改变，如造口平齐，凹陷等;Y;Qtype;OC Medical Easy;;points;
OC_Medical_Easy_28;影响造口产品佩戴的因素有哪些？（多选）;3;造口人的年龄及皮肤状况，如皮肤不平;Y;Qtype;OC Medical Easy;;points;
OC_Medical_Easy_28;影响造口产品佩戴的因素有哪些？（多选）;4;气候，湿度，生活习惯，运动等因素;Y;Qtype;OC Medical Easy;;points;
OC_Medical_Easy_29;在下述何种情况下会考虑闭口袋的使用？（多选）;1;粪便成型或半成型;Y;Qtype;OC Medical Easy;;points;
OC_Medical_Easy_29;在下述何种情况下会考虑闭口袋的使用？（多选）;2;病人是乙状结肠造口;Y;Qtype;OC Medical Easy;;points;
OC_Medical_Easy_29;在下述何种情况下会考虑闭口袋的使用？（多选）;3;造口人排便规律;Y;Qtype;OC Medical Easy;;points;
OC_Medical_Easy_29;在下述何种情况下会考虑闭口袋的使用？（多选）;4;病人习惯使用闭口袋;Y;Qtype;OC Medical Easy;;points;
OC_Medical_Easy_30;影响造口人正常使用造口用品的关键机体能力有哪些？（单选）;1;肌肉功能;N;Qtype;OC Medical Easy;;points;
OC_Medical_Easy_30;影响造口人正常使用造口用品的关键机体能力有哪些？（单选）;2;精细运动技能;N;Qtype;OC Medical Easy;;points;
OC_Medical_Easy_30;影响造口人正常使用造口用品的关键机体能力有哪些？（单选）;3;视力;N;Qtype;OC Medical Easy;;points;
OC_Medical_Easy_30;影响造口人正常使用造口用品的关键机体能力有哪些？（单选）;4;以上都是;Y;Qtype;OC Medical Easy;;points;
OC_Medical_Easy_31;造口术后住院期间通常会包括哪些护理措施？（多选）    ;1;观察评估造口：包括颜色、形状、高度、大小、活力、造口周围皮肤情况等;Y;Qtype;OC Medical Easy;;points;
OC_Medical_Easy_31;造口术后住院期间通常会包括哪些护理措施？（多选）    ;2;观察评估造口功能：包括排气排便时间，排泄物颜色、性状和量等;Y;Qtype;OC Medical Easy;;points;
OC_Medical_Easy_31;造口术后住院期间通常会包括哪些护理措施？（多选）    ;3;检查更换造口袋;Y;Qtype;OC Medical Easy;;points;
OC_Medical_Easy_31;造口术后住院期间通常会包括哪些护理措施？（多选）    ;4;造口定位;N;Qtype;OC Medical Easy;;points;
OC_Medical_Easy_32;在更换造口袋前，应选择_______清洗造口周围的皮肤。（单选）;1;酒精;N;Qtype;OC Medical Easy;;points;
OC_Medical_Easy_32;在更换造口袋前，应选择_______清洗造口周围的皮肤。（单选）;2;碘伏;N;Qtype;OC Medical Easy;;points;
OC_Medical_Easy_32;在更换造口袋前，应选择_______清洗造口周围的皮肤。（单选）;3;清水或生理盐水;Y;Qtype;OC Medical Easy;;points;
OC_Medical_Easy_33;对于造口底盘的剪裁，下列说法不恰当的是：（单选）;1;在剪裁前使用造口测量尺准确测量造口大小;Y;Qtype;OC Medical Easy;;points;
OC_Medical_Easy_33;对于造口底盘的剪裁，下列说法不恰当的是：（单选）;2;根据实际测量的造口大小，预先剪裁好所有底盘备用;Y;Qtype;OC Medical Easy;;points;
OC_Medical_Easy_33;对于造口底盘的剪裁，下列说法不恰当的是：（单选）;3;底盘中心孔的剪裁尺寸应大于造口1-2mm;Y;Qtype;OC Medical Easy;;points;
OC_Medical_Easy_33;对于造口底盘的剪裁，下列说法不恰当的是：（单选）;4;造口大小可能随时间变化，需要经常评估和调整底盘剪裁;Y;Qtype;OC Medical Easy;;points;
OC_Medical_Easy_34;以下哪些因素会影响凸面底盘对造口周围皮肤的压力？（多选）;1;凸面底盘的深度;Y;Qtype;OC Medical Easy;;points;
OC_Medical_Easy_34;以下哪些因素会影响凸面底盘对造口周围皮肤的压力？（多选）;2;凸面底盘的中心孔径大小;Y;Qtype;OC Medical Easy;;points;
OC_Medical_Easy_34;以下哪些因素会影响凸面底盘对造口周围皮肤的压力？（多选）;3;腹部的柔软度;Y;Qtype;OC Medical Easy;;points;
OC_Medical_Easy_34;以下哪些因素会影响凸面底盘对造口周围皮肤的压力？（多选）;4;腰带的使用;Y;Qtype;OC Medical Easy;;points;
OC_Medical_Easy_35;当造口高度不够、造口周围腹壁或皮肤情况不理想而存在潜在渗漏风险，用平面达不到理想或预期的佩戴时间时，需要使用凸面用品。（判断题）;1;正确;Y;Qtype;OC Medical Easy;;points;
OC_Medical_Easy_35;当造口高度不够、造口周围腹壁或皮肤情况不理想而存在潜在渗漏风险，用平面达不到理想或预期的佩戴时间时，需要使用凸面用品。（判断题）;2;错误;N;Qtype;OC Medical Easy;;points;
OC_Medical_Easy_36;凸面底盘的作用方式包括：（多选）;1;突出造口;Y;Qtype;OC Medical Easy;;points;
OC_Medical_Easy_36;凸面底盘的作用方式包括：（多选）;2;填平凹陷;Y;Qtype;OC Medical Easy;;points;
OC_Medical_Easy_36;凸面底盘的作用方式包括：（多选）;3;撑开褶皱;Y;Qtype;OC Medical Easy;;points;
OC_Medical_Easy_36;凸面底盘的作用方式包括：（多选）;4;可佩戴腰带;Y;Qtype;OC Medical Easy;;points;
OC_Medical_Easy_37;在评估是否使用凸面底盘时，要始终考虑患者的排泄物性状、皮肤状况和一般健康状况等因素。（判断题） ;1;正确;Y;Qtype;OC Medical Easy;;points;
OC_Medical_Easy_37;在评估是否使用凸面底盘时，要始终考虑患者的排泄物性状、皮肤状况和一般健康状况等因素。（判断题） ;2;错误;N;Qtype;OC Medical Easy;;points;
OC_Medical_Easy_38;以下哪些造口情况，适宜使用凸面？（多选）;1;排泄口低于皮肤;Y;Qtype;OC Medical Easy;;points;
OC_Medical_Easy_38;以下哪些造口情况，适宜使用凸面？（多选）;2;排泄口与皮肤平齐或歪向皮肤;Y;Qtype;OC Medical Easy;;points;
OC_Medical_Easy_38;以下哪些造口情况，适宜使用凸面？（多选）;3;排泄口伸缩蠕动活跃，造口形状变化多端，黏膜回缩至皮肤平面或平面以下;Y;Qtype;OC Medical Easy;;points;
OC_Medical_Easy_39;以下哪些造口周围腹壁情况，适宜使用凸面？（多选）;1;周围腹壁平坦;N;Qtype;OC Medical Easy;;points;
OC_Medical_Easy_39;以下哪些造口周围腹壁情况，适宜使用凸面？（多选）;2;周围腹壁内陷;Y;Qtype;OC Medical Easy;;points;
OC_Medical_Easy_39;以下哪些造口周围腹壁情况，适宜使用凸面？（多选）;3;周围腹壁松弛;Y;Qtype;OC Medical Easy;;points;
OC_Medical_Easy_40;造口高度是指排泄口最低黏膜高度，会随时间发生变化。只要造口高度仍高于皮肤，就不需要使用凸面产品。（判断题） ;1;正确;N;Qtype;OC Medical Easy;;points;
OC_Medical_Easy_40;造口高度是指排泄口最低黏膜高度，会随时间发生变化。只要造口高度仍高于皮肤，就不需要使用凸面产品。（判断题） ;2;错误;Y;Qtype;OC Medical Easy;;points;
OC_Medical_Easy_41;胜舒凸面产品有哪些特点？（多选）;1;支撑性强;Y;Qtype;OC Medical Easy;;points;
OC_Medical_Easy_41;胜舒凸面产品有哪些特点？（多选）;2;身体顺应性好;Y;Qtype;OC Medical Easy;;points;
OC_Medical_Easy_41;胜舒凸面产品有哪些特点？（多选）;3;意外更换更少;Y;Qtype;OC Medical Easy;;points;
OC_Medical_Easy_42;合适的凸面底盘可以预防渗漏、改善造口周围皮肤健康、延长到理想的佩戴时间。（判断题）;1;正确;Y;Qtype;OC Medical Easy;;points;
OC_Medical_Easy_42;合适的凸面底盘可以预防渗漏、改善造口周围皮肤健康、延长到理想的佩戴时间。（判断题）;2;错误;N;Qtype;OC Medical Easy;;points;
OC_Medical_Easy_43;凸面用品需要提供足够的压力来抬高造口黏膜，同时需要具备足够的顺应性来适应身体形态的变化。（判断题）;1;正确;Y;Qtype;OC Medical Easy;;points;
OC_Medical_Easy_43;凸面用品需要提供足够的压力来抬高造口黏膜，同时需要具备足够的顺应性来适应身体形态的变化。（判断题）;2;错误;N;Qtype;OC Medical Easy;;points;
OC_Medical_Easy_44;在选择凸面用品时，应根据排泄口最低黏膜的高度，选择凸面的深度。（判断题）;1;正确;Y;Qtype;OC Medical Easy;;points;
OC_Medical_Easy_44;在选择凸面用品时，应根据排泄口最低黏膜的高度，选择凸面的深度。（判断题）;2;错误;N;Qtype;OC Medical Easy;;points;
OC_Medical_Easy_45;当需要柔软灵活的凸面用品时，可联合使用有防漏作用的附件（如可塑贴环等）。（判断题）;1;正确;Y;Qtype;OC Medical Easy;;points;
OC_Medical_Easy_45;当需要柔软灵活的凸面用品时，可联合使用有防漏作用的附件（如可塑贴环等）。（判断题）;2;错误;N;Qtype;OC Medical Easy;;points;
OC_Medical_Easy_46;对压力敏感性黏胶演示工具描述正确的是;1;压力敏感性黏胶演示工具能直接当造口底盘使用;N;Qtype;OC Medical Easy;;points;
OC_Medical_Easy_46;对压力敏感性黏胶演示工具描述正确的是;2;先在肚皮上贴上压力敏感性黏胶演示工具，再在工具上面贴上造口底盘使用;N;Qtype;OC Medical Easy;;points;
OC_Medical_Easy_46;对压力敏感性黏胶演示工具描述正确的是;3;按压底盘的力度与手中使用按摩膏的力度大致相同;Y;Qtype;OC Medical Easy;;points;
OC_Medical_Easy_47;BodyCheck在线评估工具是中国首款在线造口用品选择工具，只需简单8步即可获得量身定制的造口用品方案，目前已获得16个国家全球20万用户的一致推荐。;1;正确;Y;Qtype;OC Medical Easy;;points;
OC_Medical_Easy_47;BodyCheck在线评估工具是中国首款在线造口用品选择工具，只需简单8步即可获得量身定制的造口用品方案，目前已获得16个国家全球20万用户的一致推荐。;2;错误;N;Qtype;OC Medical Easy;;points;
OC_Medical_Easy_48;BodyCheck在线评估工具中关于描述底盘下造口周围身体形态有三种，分别是平坦、内陷和隆起。每一种形态对应的造口底盘形状可能不同。;1;正确;Y;Qtype;OC Medical Easy;;points;
OC_Medical_Easy_48;BodyCheck在线评估工具中关于描述底盘下造口周围身体形态有三种，分别是平坦、内陷和隆起。每一种形态对应的造口底盘形状可能不同。;2;错误;N;Qtype;OC Medical Easy;;points;
OC_Medical_Easy_49;BodyCheck在线评估工具中，对于结肠造口规律的成型稠便，推荐闭口袋，排泄即换，方便卫生。;1;正确;Y;Qtype;OC Medical Easy;;points;
OC_Medical_Easy_49;BodyCheck在线评估工具中，对于结肠造口规律的成型稠便，推荐闭口袋，排泄即换，方便卫生。;2;错误;N;Qtype;OC Medical Easy;;points;
OC_Medical_Easy_50;BodyCheck在线评估工具中，对于位于弯腰线以上近肋骨处的造口，推荐使用顺应性更好的椭圆形胜舒底盘，同时使用弹力胶贴增加黏贴面积以减少底盘卷边翘边。;1;正确;Y;Qtype;OC Medical Easy;;points;
OC_Medical_Easy_50;BodyCheck在线评估工具中，对于位于弯腰线以上近肋骨处的造口，推荐使用顺应性更好的椭圆形胜舒底盘，同时使用弹力胶贴增加黏贴面积以减少底盘卷边翘边。;2;错误;N;Qtype;OC Medical Easy;;points;
OC_Medical_Easy_51;BodyCheck在线评估工具中，对于造口周围皮肤褶皱这个选项，如果没有褶皱也选择浅褶皱;1;正确;Y;Qtype;OC Medical Easy;;points;
